#=============================================================
	LIST1-2	zts793e
	LIST2-1	zts801e
	LIST2-2	zts801e
	END
#=============================================================
	VNUM	75
	ICON	-1
	NAME	zts802e
	DESC	2	2	1	1	1
	SUBJ1	zts803e
	SUBJ2	zts804e
	SUBJ3	zts805e
	SUBJ4	zts806e
	SUBJ5	zts807e
	LIST1-1	zts808e
	LIST1-2	zts809e
	LIST2-1	zts810e
	LIST2-2	zts810e
	LIST3-1	zts811e
	LIST3-2	zts812e
	LIST4-1	zts813e
	LIST4-2	zts814e
	LIST5-1	zts815e
	LIST5-2	zts816e
	END
#=============================================================
	VNUM	76
	ICON	-1
	NAME	zts465e
	DESC	1	1
	SUBJ1	zts822e
	SUBJ2	zts850e
	LIST1-1	zts823e
	LIST1-2	zts823e
	LIST2-1	zts851e
	LIST2-2	zts851e
	END
#=============================================================
	VNUM	77
	ICON	-1
	NAME	zts824e
	DESC	3	1
	SUBJ1	zts825e
	SUBJ2	zts826e
	LIST1-1	zts827e
	LIST1-2	zts827e
	LIST2-1	zts828e
	LIST2-2	zts829e
	END
#=============================================================
	VNUM	78
	ICON	-1
	NAME	zts832e
	DESC	2	2
	SUBJ1	zts833e
	SUBJ2	zts834e
	LIST1-1	zts835e
	LIST1-2	zts836e
	LIST2-1	zts837e
	LIST2-2	zts838e
	END
#=============================================================
	VNUM	79
	ICON	-1
	NAME	zts839e
	DESC	1	1	1	1	1
	SUBJ1	zts840e
	SUBJ2	zts841e
	SUBJ3	zts842e
	SUBJ4	zts843e
	SUBJ5	zts848e
	LIST1-1	zts844e
	LIST1-2	zts845e
	LIST2-1	zts845e
	LIST2-2	zts845e
	LIST3-1	zts846e
	LIST3-2	zts846e
	LIST4-1	zts847e
	LIST4-2	zts847e
	LIST5-1	zts849e
	LIST5-2	zts849e
	END
#=============================================================
	VNUM	80
	ICON	-1
	NAME	zts854e
	DESC	2	2	2	2	2
	SUBJ1	zts855e
	SUBJ2	zts856e
	SUBJ3	zts857e
	SUBJ4	zts858e
	SUBJ5	zts859e
	LIST1-1	zts860e
	LIST1-2	zts860e
	LIST2-1	zts861e
	LIST2-2	zts861e
	LIST3-1	zts862e
	LIST3-2	zts862e
	LIST4-1	zts863e
	LIST4-2	zts863e
	LIST5-1	zts864e
	LIST5-2	zts865e
	END
#=============================================================
	VNUM	81
	ICON	-1
	NAME	zts866e
	DESC	4	1	1
	SUBJ1	zts867e
	SUBJ2	zts868e
	SUBJ3	zts872e
	LIST1-1	zts869e
	LIST1-2	zts870e
	LIST2-1	zts871e
	LIST2-2	zts871e
	LIST3-1	zts873e
	LIST3-2	zts874e
	END
#=============================================================
	VNUM	82
	ICON	-1
	NAME	zts875e
	DESC	1	2	2	1
	SUBJ1	zts800e
	SUBJ2	zts876e
	SUBJ3	zts885e
	SUBJ4	zts893e
	LIST1-1	zts877e
	LIST1-2	zts877e
	LIST2-1	zts878e
	LIST2-2	zts879e
	LIST3-1	zts886e
	LIST3-2	zts886e
	LIST4-1	zts894e
	LIST4-2	zts894e
	END
#=============================================================
	VNUM	83
	ICON	-1
	NAME	zts880e
	DESC	1	1	1	1	1
	SUBJ1	zts881e
	SUBJ2	zts882e
	SUBJ3	zts887e
	SUBJ4	zts888e
	SUBJ5	zts889e
	LIST1-1	zts883e
	LIST1-2	zts883e
	LIST2-1	zts884e
	LIST2-2	zts884e
	LIST3-1	zts890e
	LIST3-2	zts890e
	LIST4-1	zts891e
	LIST4-2	zts891e
	LIST5-1	zts892e
	LIST5-2	zts892e
	END
#=============================================================

~
